id,name,region,metropolitan_area,province,province_initials,catastal_code,,,cap,,
526,Canale,Piemonte,,Cuneo,CN,B573,0,0,16023,0,0
527,Canosio,Piemonte,,Cuneo,CN,B621,0,0,12020,0,0
528,Caprauna,Piemonte,,Cuneo,CN,B692,0,0,12070,0,0
529,Caraglio,Piemonte,,Cuneo,CN,B719,0,0,12023,0,0
530,Caramagna Piemonte,Piemonte,,Cuneo,CN,B720,0,0,12030,0,0
531,Cardè,Piemonte,,Cuneo,CN,B755,0,0,12030,0,0
532,Carrù,Piemonte,,Cuneo,CN,B841,0,0,12061,0,0
533,Cartignano,Piemonte,,Cuneo,CN,B845,0,0,12020,0,0
534,Casalgrasso,Piemonte,,Cuneo,CN,B894,0,0,12030,0,0
535,Castagnito,Piemonte,,Cuneo,CN,C046,0,0,12050,0,0
536,Casteldelfino,Piemonte,,Cuneo,CN,C081,0,0,12020,0,0
537,Castellar,Piemonte,,Cuneo,CN,C140,0,0,12030,0,0
538,Castelletto Stura,Piemonte,,Cuneo,CN,C165,0,0,12040,0,0
539,Castelletto Uzzone,Piemonte,,Cuneo,CN,C167,0,0,12070,0,0
540,Castellinaldo d'Alba,Piemonte,,Cuneo,CN,C173,0,0,12050,0,0
541,Castellino Tanaro,Piemonte,,Cuneo,CN,C176,0,0,12060,0,0
542,Castelmagno,Piemonte,,Cuneo,CN,C205,0,0,12020,0,0
543,Castelnuovo di Ceva,Piemonte,,Cuneo,CN,C214,0,0,12070,0,0
544,Castiglione Falletto,Piemonte,,Cuneo,CN,C314,0,0,12060,0,0
545,Castiglione Tinella,Piemonte,,Cuneo,CN,C317,0,0,12053,0,0
546,Castino,Piemonte,,Cuneo,CN,C323,0,0,12050,0,0
547,Cavallerleone,Piemonte,,Cuneo,CN,C375,0,0,12030,0,0
548,Cavallermaggiore,Piemonte,,Cuneo,CN,C376,0,0,12030,0,0
549,Celle di Macra,Piemonte,,Cuneo,CN,C441,0,0,12020,0,0
550,Centallo,Piemonte,,Cuneo,CN,C466,0,0,12044,0,0
551,Ceresole Alba,Piemonte,,Cuneo,CN,C504,0,0,12040,0,0
552,Cerretto Langhe,Piemonte,,Cuneo,CN,C530,0,0,12050,0,0
553,Cervasca,Piemonte,,Cuneo,CN,C547,0,0,12010,0,0
554,Cervere,Piemonte,,Cuneo,CN,C550,0,0,12040,0,0
555,Ceva,Piemonte,,Cuneo,CN,C589,0,0,12073,0,0
556,Cherasco,Piemonte,,Cuneo,CN,C599,0,0,12062,0,0
557,Chiusa di Pesio,Piemonte,,Cuneo,CN,C653,0,0,12013,0,0
558,Cigliè,Piemonte,,Cuneo,CN,C681,0,0,12060,0,0
559,Cissone,Piemonte,,Cuneo,CN,C738,0,0,12050,0,0
560,Clavesana,Piemonte,,Cuneo,CN,C792,0,0,12060,0,0
561,Corneliano d'Alba,Piemonte,,Cuneo,CN,D022,0,0,12040,0,0
562,Cortemilia,Piemonte,,Cuneo,CN,D062,0,0,12074,0,0
563,Cossano Belbo,Piemonte,,Cuneo,CN,D093,0,0,12054,0,0
564,Costigliole Saluzzo,Piemonte,,Cuneo,CN,D120,0,0,12024,0,0
565,Cravanzana,Piemonte,,Cuneo,CN,D133,0,0,12050,0,0
566,Crissolo,Piemonte,,Cuneo,CN,D172,0,0,12030,0,0
567,Cuneo,Piemonte,,Cuneo,CN,D205,1,0,12100,0,0
568,Demonte,Piemonte,,Cuneo,CN,D271,0,0,12014,0,0
569,Diano d'Alba,Piemonte,,Cuneo,CN,D291,0,0,12055,0,0
570,Dogliani,Piemonte,,Cuneo,CN,D314,0,0,12063,0,0
571,Dronero,Piemonte,,Cuneo,CN,D372,0,0,12025,0,0
572,Elva,Piemonte,,Cuneo,CN,D401,0,0,12020,0,0
573,Entracque,Piemonte,,Cuneo,CN,D410,0,0,12010,0,0
574,Envie,Piemonte,,Cuneo,CN,D412,0,0,12030,0,0
575,Farigliano,Piemonte,,Cuneo,CN,D499,0,0,12060,0,0
576,Faule,Piemonte,,Cuneo,CN,D511,0,0,12030,0,0
577,Feisoglio,Piemonte,,Cuneo,CN,D523,0,0,12050,0,0
578,Fossano,Piemonte,,Cuneo,CN,D742,0,0,12045,0,0
579,Frabosa Soprana,Piemonte,,Cuneo,CN,D751,0,0,12082,0,0
580,Frabosa Sottana,Piemonte,,Cuneo,CN,D752,0,0,12083,0,0
581,Frassino,Piemonte,,Cuneo,CN,D782,0,0,12020,0,0
582,Gaiola,Piemonte,,Cuneo,CN,D856,0,0,12010,0,0
583,Gambasca,Piemonte,,Cuneo,CN,D894,0,0,12030,0,0
584,Garessio,Piemonte,,Cuneo,CN,D920,0,0,12075,0,0
585,Genola,Piemonte,,Cuneo,CN,D967,0,0,12040,0,0
586,Gorzegno,Piemonte,,Cuneo,CN,E111,0,0,12070,0,0
587,Gottasecca,Piemonte,,Cuneo,CN,E115,0,0,12070,0,0
588,Govone,Piemonte,,Cuneo,CN,E118,0,0,12040,0,0
589,Grinzane Cavour,Piemonte,,Cuneo,CN,E182,0,0,12060,0,0
590,Guarene,Piemonte,,Cuneo,CN,E251,0,0,12050,0,0
591,Igliano,Piemonte,,Cuneo,CN,E282,0,0,12060,0,0
592,Isasca,Piemonte,,Cuneo,CN,E327,0,0,12020,0,0
593,Lagnasco,Piemonte,,Cuneo,CN,E406,0,0,12030,0,0
594,La Morra,Piemonte,,Cuneo,CN,E430,0,0,12064,0,0
595,Lequio Berria,Piemonte,,Cuneo,CN,E540,0,0,12050,0,0
596,Lequio Tanaro,Piemonte,,Cuneo,CN,E539,0,0,12060,0,0
597,Lesegno,Piemonte,,Cuneo,CN,E546,0,0,12076,0,0
598,Levice,Piemonte,,Cuneo,CN,E564,0,0,12070,0,0
599,Limone Piemonte,Piemonte,,Cuneo,CN,E597,0,0,12015,0,0
600,Lisio,Piemonte,,Cuneo,CN,E615,0,0,12070,0,0
601,Macra,Piemonte,,Cuneo,CN,E789,0,0,12020,0,0
602,Magliano Alfieri,Piemonte,,Cuneo,CN,E809,0,0,12050,0,0
603,Magliano Alpi,Piemonte,,Cuneo,CN,E808,0,0,12060,0,0
604,Mango,Piemonte,,Cuneo,CN,E887,0,0,12056,0,0
605,Manta,Piemonte,,Cuneo,CN,E894,0,0,12030,0,0
606,Marene,Piemonte,,Cuneo,CN,E939,0,0,12030,0,0
607,Margarita,Piemonte,,Cuneo,CN,E945,0,0,12040,0,0
608,Marmora,Piemonte,,Cuneo,CN,E963,0,0,12020,0,0
609,Marsaglia,Piemonte,,Cuneo,CN,E973,0,0,29020,0,0
610,Martiniana Po,Piemonte,,Cuneo,CN,E988,0,0,12030,0,0
611,Melle,Piemonte,,Cuneo,CN,F114,0,0,12020,0,0
612,Moiola,Piemonte,,Cuneo,CN,F279,0,0,12010,0,0
613,Mombarcaro,Piemonte,,Cuneo,CN,F309,0,0,12070,0,0
614,Mombasiglio,Piemonte,,Cuneo,CN,F312,0,0,12070,0,0
615,Monastero di Vasco,Piemonte,,Cuneo,CN,F326,0,0,12080,0,0
616,Monasterolo Casotto,Piemonte,,Cuneo,CN,F329,0,0,12080,0,0
617,Monasterolo di Savigliano,Piemonte,,Cuneo,CN,F330,0,0,12030,0,0
618,Monchiero,Piemonte,,Cuneo,CN,F338,0,0,12060,0,0
619,Mondovì,Piemonte,,Cuneo,CN,F351,0,0,12060,0,0
620,Monesiglio,Piemonte,,Cuneo,CN,F355,0,0,12077,0,0
621,Monforte d'Alba,Piemonte,,Cuneo,CN,F358,0,0,12065,0,0
622,Montà,Piemonte,,Cuneo,CN,F385,0,0,12046,0,0
623,Montaldo di Mondovì,Piemonte,,Cuneo,CN,F405,0,0,12080,0,0
624,Montaldo Roero,Piemonte,,Cuneo,CN,F408,0,0,12040,0,0
625,Montanera,Piemonte,,Cuneo,CN,F424,0,0,12040,0,0
626,Montelupo Albese,Piemonte,,Cuneo,CN,F550,0,0,12050,0,0
627,Montemale di Cuneo,Piemonte,,Cuneo,CN,F558,0,0,12025,0,0
628,Monterosso Grana,Piemonte,,Cuneo,CN,F608,0,0,12020,0,0
629,Monteu Roero,Piemonte,,Cuneo,CN,F654,0,0,12040,0,0
630,Montezemolo,Piemonte,,Cuneo,CN,F666,0,0,12070,0,0
631,Monticello d'Alba,Piemonte,,Cuneo,CN,F669,0,0,12066,0,0
632,Moretta,Piemonte,,Cuneo,CN,F723,0,0,12033,0,0
633,Morozzo,Piemonte,,Cuneo,CN,F743,0,0,12040,0,0
634,Murazzano,Piemonte,,Cuneo,CN,F809,0,0,12060,0,0
635,Murello,Piemonte,,Cuneo,CN,F811,0,0,12030,0,0
636,Narzole,Piemonte,,Cuneo,CN,F846,0,0,12068,0,0
637,Neive,Piemonte,,Cuneo,CN,F863,0,0,12052,0,0
638,Neviglie,Piemonte,,Cuneo,CN,F883,0,0,12050,0,0
639,Niella Belbo,Piemonte,,Cuneo,CN,F894,0,0,12050,0,0
640,Niella Tanaro,Piemonte,,Cuneo,CN,F895,0,0,12060,0,0
641,Novello,Piemonte,,Cuneo,CN,F961,0,0,12060,0,0
642,Nucetto,Piemonte,,Cuneo,CN,F972,0,0,12070,0,0
643,Oncino,Piemonte,,Cuneo,CN,G066,0,0,12030,0,0
644,Ormea,Piemonte,,Cuneo,CN,G114,0,0,12078,0,0
645,Ostana,Piemonte,,Cuneo,CN,G183,0,0,12030,0,0
646,Paesana,Piemonte,,Cuneo,CN,G228,0,0,12034,0,0
647,Pagno,Piemonte,,Cuneo,CN,G240,0,0,12030,0,0
648,Pamparato,Piemonte,,Cuneo,CN,G302,0,0,12087,0,0
649,Paroldo,Piemonte,,Cuneo,CN,G339,0,0,12070,0,0
650,Perletto,Piemonte,,Cuneo,CN,G457,0,0,12070,0,0
651,Perlo,Piemonte,,Cuneo,CN,G458,0,0,12070,0,0
652,Peveragno,Piemonte,,Cuneo,CN,G526,0,0,12016,0,0
653,Pezzolo Valle Uzzone,Piemonte,,Cuneo,CN,G532,0,0,12070,0,0
654,Pianfei,Piemonte,,Cuneo,CN,G561,0,0,12080,0,0
655,Piasco,Piemonte,,Cuneo,CN,G575,0,0,12026,0,0
656,Pietraporzio,Piemonte,,Cuneo,CN,G625,0,0,12010,0,0
657,Piobesi d'Alba,Piemonte,,Cuneo,CN,G683,0,0,12040,0,0
658,Piozzo,Piemonte,,Cuneo,CN,G697,0,0,12060,0,0
659,Pocapaglia,Piemonte,,Cuneo,CN,G742,0,0,12060,0,0
660,Polonghera,Piemonte,,Cuneo,CN,G800,0,0,12030,0,0
661,Pontechianale,Piemonte,,Cuneo,CN,G837,0,0,12020,0,0
662,Pradleves,Piemonte,,Cuneo,CN,G970,0,0,12027,0,0
663,Prazzo,Piemonte,,Cuneo,CN,H011,0,0,12028,0,0
664,Priero,Piemonte,,Cuneo,CN,H059,0,0,12070,0,0
665,Priocca,Piemonte,,Cuneo,CN,H068,0,0,12040,0,0
666,Priola,Piemonte,,Cuneo,CN,H069,0,0,12070,0,0
667,Prunetto,Piemonte,,Cuneo,CN,H085,0,0,12077,0,0
668,Racconigi,Piemonte,,Cuneo,CN,H150,0,0,12035,0,0
669,Revello,Piemonte,,Cuneo,CN,H247,0,0,12036,0,0
670,Rifreddo,Piemonte,,Cuneo,CN,H285,0,0,85010,0,0
671,Rittana,Piemonte,,Cuneo,CN,H326,0,0,12010,0,0
672,Roaschia,Piemonte,,Cuneo,CN,H362,0,0,12010,0,0
673,Roascio,Piemonte,,Cuneo,CN,H363,0,0,12073,0,0
674,Robilante,Piemonte,,Cuneo,CN,H377,0,0,12017,0,0
675,Roburent,Piemonte,,Cuneo,CN,H378,0,0,12080,0,0
676,Roccabruna,Piemonte,,Cuneo,CN,H385,0,0,12020,0,0
677,Rocca Cigliè,Piemonte,,Cuneo,CN,H391,0,0,12047,0,0
678,Rocca de' Baldi,Piemonte,,Cuneo,CN,H395,0,0,12047,0,0
679,Roccaforte Mondovì,Piemonte,,Cuneo,CN,H407,0,0,12088,0,0
680,Roccasparvera,Piemonte,,Cuneo,CN,H447,0,0,12010,0,0
681,Roccavione,Piemonte,,Cuneo,CN,H453,0,0,12018,0,0
682,Rocchetta Belbo,Piemonte,,Cuneo,CN,H462,0,0,12050,0,0
683,Roddi,Piemonte,,Cuneo,CN,H472,0,0,12060,0,0
684,Roddino,Piemonte,,Cuneo,CN,H473,0,0,12050,0,0
685,Rodello,Piemonte,,Cuneo,CN,H474,0,0,12050,0,0
686,Rossana,Piemonte,,Cuneo,CN,H578,0,0,12020,0,0
687,Ruffia,Piemonte,,Cuneo,CN,H633,0,0,12030,0,0
688,Sale delle Langhe,Piemonte,,Cuneo,CN,H695,0,0,12070,0,0
689,Sale San Giovanni,Piemonte,,Cuneo,CN,H704,0,0,12070,0,0
690,Saliceto,Piemonte,,Cuneo,CN,H710,0,0,42044,0,0
691,Salmour,Piemonte,,Cuneo,CN,H716,0,0,12040,0,0
692,Saluzzo,Piemonte,,Cuneo,CN,H727,0,0,12037,0,0
693,Sambuco,Piemonte,,Cuneo,CN,H746,0,0,12010,0,0
694,Sampeyre,Piemonte,,Cuneo,CN,H755,0,0,12020,0,0
695,San Benedetto Belbo,Piemonte,,Cuneo,CN,H770,0,0,12050,0,0
696,San Damiano Macra,Piemonte,,Cuneo,CN,H812,0,0,12029,0,0
697,Sanfrè,Piemonte,,Cuneo,CN,H851,0,0,12080,0,0
698,Sanfront,Piemonte,,Cuneo,CN,H852,0,0,12030,0,0
699,San Michele Mondovì,Piemonte,,Cuneo,CN,I037,0,0,12030,0,0
700,Sant'Albano Stura,Piemonte,,Cuneo,CN,I210,0,0,12040,0,0
701,Santa Vittoria d'Alba,Piemonte,,Cuneo,CN,I316,0,0,12069,0,0
702,Santo Stefano Belbo,Piemonte,,Cuneo,CN,I367,0,0,12058,0,0
703,Santo Stefano Roero,Piemonte,,Cuneo,CN,I372,0,0,12040,0,0
704,Savigliano,Piemonte,,Cuneo,CN,I470,0,0,12038,0,0
705,Scagnello,Piemonte,,Cuneo,CN,I484,0,0,12070,0,0
706,Scarnafigi,Piemonte,,Cuneo,CN,I512,0,0,12030,0,0
707,Serralunga d'Alba,Piemonte,,Cuneo,CN,I646,0,0,12050,0,0
708,Serravalle Langhe,Piemonte,,Cuneo,CN,I659,0,0,12050,0,0
709,Sinio,Piemonte,,Cuneo,CN,I750,0,0,12050,0,0
710,Somano,Piemonte,,Cuneo,CN,I817,0,0,12060,0,0
711,Sommariva del Bosco,Piemonte,,Cuneo,CN,I822,0,0,12048,0,0
712,Sommariva Perno,Piemonte,,Cuneo,CN,I823,0,0,12040,0,0
713,Stroppo,Piemonte,,Cuneo,CN,I985,0,0,12020,0,0
714,Tarantasca,Piemonte,,Cuneo,CN,L048,0,0,12020,0,0
715,Torre Bormida,Piemonte,,Cuneo,CN,L252,0,0,12050,0,0
716,Torre Mondovì,Piemonte,,Cuneo,CN,L241,0,0,12080,0,0
717,Torre San Giorgio,Piemonte,,Cuneo,CN,L278,0,0,12030,0,0
718,Torresina,Piemonte,,Cuneo,CN,L281,0,0,12070,0,0
719,Treiso,Piemonte,,Cuneo,CN,L367,0,0,12050,0,0
720,Trezzo Tinella,Piemonte,,Cuneo,CN,L410,0,0,12050,0,0
721,Trinità,Piemonte,,Cuneo,CN,L427,0,0,12049,0,0
722,Valdieri,Piemonte,,Cuneo,CN,L558,0,0,12010,0,0
723,Valgrana,Piemonte,,Cuneo,CN,L580,0,0,12020,0,0
724,Valloriate,Piemonte,,Cuneo,CN,L631,0,0,12010,0,0
725,Valmala,Piemonte,,Cuneo,CN,L636,0,0,12020,0,0
726,Venasca,Piemonte,,Cuneo,CN,L729,0,0,12020,0,0
727,Verduno,Piemonte,,Cuneo,CN,L758,0,0,12060,0,0
728,Vernante,Piemonte,,Cuneo,CN,L771,0,0,12019,0,0
729,Verzuolo,Piemonte,,Cuneo,CN,L804,0,0,12039,0,0
730,Vezza d'Alba,Piemonte,,Cuneo,CN,L817,0,0,12040,0,0
731,Vicoforte,Piemonte,,Cuneo,CN,L841,0,0,12080,0,0
732,Vignolo,Piemonte,,Cuneo,CN,L888,0,0,12010,0,0
733,Villafalletto,Piemonte,,Cuneo,CN,L942,0,0,12020,0,0
734,Villanova Mondovì,Piemonte,,Cuneo,CN,L974,0,0,12089,0,0
735,Villanova Solaro,Piemonte,,Cuneo,CN,L990,0,0,12030,0,0
736,Villar San Costanzo,Piemonte,,Cuneo,CN,M015,0,0,12020,0,0
737,Vinadio,Piemonte,,Cuneo,CN,M055,0,0,12010,0,0
738,Viola,Piemonte,,Cuneo,CN,M063,0,0,12070,0,0
739,Vottignasco,Piemonte,,Cuneo,CN,M136,0,0,12020,0,0
740,Agliano Terme,Piemonte,,Asti,AT,A072,0,0,14041,0,0
741,Albugnano,Piemonte,,Asti,AT,A173,0,0,14022,0,0
742,Antignano,Piemonte,,Asti,AT,A312,0,0,14010,0,0
743,Aramengo,Piemonte,,Asti,AT,A352,0,0,14020,0,0
744,Asti,Piemonte,,Asti,AT,A479,1,0,14100,0,0
745,Azzano d'Asti,Piemonte,,Asti,AT,A527,0,0,14030,0,0
746,Baldichieri d'Asti,Piemonte,,Asti,AT,A588,0,0,14011,0,0
747,Belveglio,Piemonte,,Asti,AT,A770,0,0,14040,0,0
748,Berzano di San Pietro,Piemonte,,Asti,AT,A812,0,0,14020,0,0
749,Bruno,Piemonte,,Asti,AT,B221,0,0,14046,0,0
750,Bubbio,Piemonte,,Asti,AT,B236,0,0,14051,0,0
751,Buttigliera d'Asti,Piemonte,,Asti,AT,B306,0,0,14021,0,0
752,Calamandrana,Piemonte,,Asti,AT,B376,0,0,14042,0,0
753,Calliano,Piemonte,,Asti,AT,B418,0,0,38060,0,0
754,Calosso,Piemonte,,Asti,AT,B425,0,0,14052,0,0
755,Camerano Casasco,Piemonte,,Asti,AT,B469,0,0,14020,0,0
756,Canelli,Piemonte,,Asti,AT,B594,0,0,14053,0,0
757,Cantarana,Piemonte,,Asti,AT,B633,0,0,14010,0,0
758,Capriglio,Piemonte,,Asti,AT,B707,0,0,14014,0,0
759,Casorzo,Piemonte,,Asti,AT,B991,0,0,14032,0,0
760,Cassinasco,Piemonte,,Asti,AT,C022,0,0,14050,0,0
761,Castagnole delle Lanze,Piemonte,,Asti,AT,C049,0,0,14054,0,0
762,Castagnole Monferrato,Piemonte,,Asti,AT,C047,0,0,14030,0,0
763,Castel Boglione,Piemonte,,Asti,AT,C064,0,0,14040,0,0
764,Castell'Alfero,Piemonte,,Asti,AT,C127,0,0,14033,0,0
765,Castellero,Piemonte,,Asti,AT,C154,0,0,14013,0,0
766,Castelletto Molina,Piemonte,,Asti,AT,C161,0,0,14040,0,0
767,Castello di Annone,Piemonte,,Asti,AT,A300,0,0,14034,0,0
768,Castelnuovo Belbo,Piemonte,,Asti,AT,C226,0,0,14043,0,0
769,Castelnuovo Calcea,Piemonte,,Asti,AT,C230,0,0,14040,0,0
770,Castelnuovo Don Bosco,Piemonte,,Asti,AT,C232,0,0,14022,0,0
771,Castel Rocchero,Piemonte,,Asti,AT,C253,0,0,14044,0,0
772,Cellarengo,Piemonte,,Asti,AT,C438,0,0,14010,0,0
773,Celle Enomondo,Piemonte,,Asti,AT,C440,0,0,14010,0,0
774,Cerreto d'Asti,Piemonte,,Asti,AT,C528,0,0,14020,0,0
775,Cerro Tanaro,Piemonte,,Asti,AT,C533,0,0,14030,0,0
776,Cessole,Piemonte,,Asti,AT,C583,0,0,14050,0,0
777,Chiusano d'Asti,Piemonte,,Asti,AT,C658,0,0,14025,0,0
778,Cinaglio,Piemonte,,Asti,AT,C701,0,0,14020,0,0
779,Cisterna d'Asti,Piemonte,,Asti,AT,C739,0,0,14010,0,0
780,Coazzolo,Piemonte,,Asti,AT,C804,0,0,14054,0,0
781,Cocconato,Piemonte,,Asti,AT,C807,0,0,14023,0,0
782,Corsione,Piemonte,,Asti,AT,D046,0,0,14020,0,0
783,Cortandone,Piemonte,,Asti,AT,D050,0,0,14013,0,0
784,Cortanze,Piemonte,,Asti,AT,D051,0,0,14020,0,0
785,Cortazzone,Piemonte,,Asti,AT,D052,0,0,14010,0,0
786,Cortiglione,Piemonte,,Asti,AT,D072,0,0,14040,0,0
787,Cossombrato,Piemonte,,Asti,AT,D101,0,0,14020,0,0
788,Costigliole d'Asti,Piemonte,,Asti,AT,D119,0,0,14055,0,0
789,Cunico,Piemonte,,Asti,AT,D207,0,0,14026,0,0
790,Dusino San Michele,Piemonte,,Asti,AT,D388,0,0,14010,0,0
791,Ferrere,Piemonte,,Asti,AT,D554,0,0,14012,0,0
792,Fontanile,Piemonte,,Asti,AT,D678,0,0,14044,0,0
793,Frinco,Piemonte,,Asti,AT,D802,0,0,14030,0,0
794,Grana,Piemonte,,Asti,AT,E134,0,0,14031,0,0
795,Grazzano Badoglio,Piemonte,,Asti,AT,E159,0,0,14035,0,0
796,Incisa Scapaccino,Piemonte,,Asti,AT,E295,0,0,14045,0,0
797,Isola d'Asti,Piemonte,,Asti,AT,E338,0,0,14057,0,0
798,Loazzolo,Piemonte,,Asti,AT,E633,0,0,14051,0,0
799,Maranzana,Piemonte,,Asti,AT,E917,0,0,14040,0,0
800,Maretto,Piemonte,,Asti,AT,E944,0,0,14018,0,0
801,Moasca,Piemonte,,Asti,AT,F254,0,0,14050,0,0
802,Mombaldone,Piemonte,,Asti,AT,F308,0,0,14050,0,0
803,Mombaruzzo,Piemonte,,Asti,AT,F311,0,0,14046,0,0
804,Mombercelli,Piemonte,,Asti,AT,F316,0,0,14047,0,0
805,Monale,Piemonte,,Asti,AT,F323,0,0,14013,0,0
806,Monastero Bormida,Piemonte,,Asti,AT,F325,0,0,14058,0,0
807,Moncalvo,Piemonte,,Asti,AT,F336,0,0,14036,0,0
808,Moncucco Torinese,Piemonte,,Asti,AT,F343,0,0,14024,0,0
809,Mongardino,Piemonte,,Asti,AT,F361,0,0,14040,0,0
810,Montabone,Piemonte,,Asti,AT,F386,0,0,14040,0,0
811,Montafia,Piemonte,,Asti,AT,F390,0,0,14014,0,0
812,Montaldo Scarampi,Piemonte,,Asti,AT,F409,0,0,14048,0,0
813,Montechiaro d'Asti,Piemonte,,Asti,AT,F468,0,0,14025,0,0
814,Montegrosso d'Asti,Piemonte,,Asti,AT,F527,0,0,14048,0,0
815,Montemagno,Piemonte,,Asti,AT,F556,0,0,14030,0,0
816,Moransengo,Piemonte,,Asti,AT,F709,0,0,14023,0,0
817,Nizza Monferrato,Piemonte,,Asti,AT,F902,0,0,14049,0,0
818,Olmo Gentile,Piemonte,,Asti,AT,G048,0,0,14050,0,0
819,Passerano Marmorito,Piemonte,,Asti,AT,G358,0,0,14020,0,0
820,Penango,Piemonte,,Asti,AT,G430,0,0,14030,0,0
821,Piea,Piemonte,,Asti,AT,G593,0,0,14020,0,0
822,Pino d'Asti,Piemonte,,Asti,AT,G676,0,0,14020,0,0
823,Piovà Massaia,Piemonte,,Asti,AT,G692,0,0,14020,0,0
824,Portacomaro,Piemonte,,Asti,AT,G894,0,0,14037,0,0
825,Quaranti,Piemonte,,Asti,AT,H102,0,0,14040,0,0
826,Refrancore,Piemonte,,Asti,AT,H219,0,0,14030,0,0
827,Revigliasco d'Asti,Piemonte,,Asti,AT,H250,0,0,14010,0,0
828,Roatto,Piemonte,,Asti,AT,H366,0,0,14018,0,0
829,Robella,Piemonte,,Asti,AT,H376,0,0,14020,0,0
830,Rocca d'Arazzo,Piemonte,,Asti,AT,H392,0,0,14030,0,0
831,Roccaverano,Piemonte,,Asti,AT,H451,0,0,14050,0,0
832,Rocchetta Palafea,Piemonte,,Asti,AT,H466,0,0,14042,0,0
833,Rocchetta Tanaro,Piemonte,,Asti,AT,H468,0,0,14030,0,0
